Site	Covered	Avg	Upper	Lower
90	0	0.172413793	0.306134776	0.03869281
91	0	0.172413793	0.306134776	0.03869281
92	0	0.172413793	0.306134776	0.03869281
93	0	0.172413793	0.306134776	0.03869281
94	0	0.172413793	0.306134776	0.03869281
95	0	0.172413793	0.306134776	0.03869281
96	0	0.172413793	0.306134776	0.03869281
97	0	0.172413793	0.306134776	0.03869281
98	0	0.172413793	0.306134776	0.03869281
99	0	0.183908046	0.319946149	0.047869943
100	0	0.183908046	0.319946149	0.047869943
101	0	0.183908046	0.319946149	0.047869943
102	2	0.367816092	0.560492892	0.175139291
103	3	0.551724138	0.80395936	0.299488916
104	6	0.724137931	1.064618602	0.38365726
105	6	0.724137931	1.064618602	0.38365726
106	6	0.724137931	1.064618602	0.38365726
107	6	0.735632184	1.07545657	0.395807798
108	6	0.735632184	1.07545657	0.395807798
109	6	0.735632184	1.07545657	0.395807798
110	6	0.747126437	1.100287355	0.393965519
111	6	0.747126437	1.100287355	0.393965519
112	6	0.747126437	1.100287355	0.393965519
113	6	0.747126437	1.100287355	0.393965519
114	9	0.977011494	1.388014661	0.566008327
115	9	1.034482759	1.451283914	0.617681603
116	9	1.045977011	1.461517609	0.630436413
117	9	1.068965517	1.49348808	0.644442954
118	9	1.068965517	1.49348808	0.644442954
119	9	1.068965517	1.49348808	0.644442954
120	14	1.275862069	1.755981587	0.795742551
121	15	1.310344828	1.811485398	0.809204258
122	15	1.310344828	1.811485398	0.809204258
123	15	1.310344828	1.811485398	0.809204258
124	18	1.471264368	1.981104948	0.961423787
125	18	1.505747126	2.030667786	0.980826467
126	17	1.494252874	2.002251126	0.986254621
127	18	1.528735632	2.059114006	0.998357259
128	18	1.632183908	2.179282128	1.085085688
129	18	1.632183908	2.179282128	1.085085688
130	18	1.632183908	2.179282128	1.085085688
131	18	1.712643678	2.29880441	1.126482947
132	18	1.712643678	2.29880441	1.126482947
133	18	1.724137931	2.319799945	1.128475917
134	20	1.850574713	2.491529823	1.209619602
135	22	1.931034483	2.604877567	1.257191398
136	22	1.977011494	2.691675354	1.262347635
137	22	1.977011494	2.691675354	1.262347635
138	24	1.988505747	2.690166179	1.286845315
139	25	2.057471264	2.772650344	1.342292185
140	25	2.183908046	2.942793661	1.425022431
141	25	2.195402299	2.92600651	1.464798088
142	25	2.195402299	2.92600651	1.464798088
143	25	2.195402299	2.92600651	1.464798088
144	25	2.218390805	2.970717625	1.466063985
145	26	2.275862069	3.06012171	1.491602428
146	26	2.24137931	3.000823632	1.481934989
147	26	2.252873563	3.024058544	1.481688583
148	26	2.252873563	3.024058544	1.481688583
149	26	2.252873563	3.024058544	1.481688583
150	32	2.701149425	3.594711152	1.807587698
151	32	2.781609195	3.702266241	1.86095215
152	37	2.873563218	3.808225835	1.938900601
153	37	2.896551724	3.834564077	1.958539372
154	37	2.896551724	3.834564077	1.958539372
155	37	2.896551724	3.845883581	1.947219867
156	37	2.91954023	3.882263598	1.956816861
157	37	2.942528736	3.923376898	1.961680573
158	37	2.954022989	3.942319403	1.965726574
159	37	2.965517241	3.95728612	1.973748363
160	37	2.977011494	3.973204776	1.980818212
161	37	2.988505747	3.997789529	1.979221965
162	37	3	4.023145292	1.976854708
163	37	3.034482759	4.068436682	2.000528835
164	37	3.034482759	4.068436682	2.000528835
165	37	3.045977011	4.087845993	2.00410803
166	37	3.126436782	4.201242791	2.051630772
167	37	3.126436782	4.201242791	2.051630772
168	37	3.126436782	4.201242791	2.051630772
169	37	3.206896552	4.330584389	2.083208714
170	39	3.287356322	4.428001384	2.14671126
171	39	3.287356322	4.428001384	2.14671126
172	39	3.287356322	4.428001384	2.14671126
173	39	3.287356322	4.428001384	2.14671126
174	39	3.287356322	4.428001384	2.14671126
175	39	3.287356322	4.428001384	2.14671126
176	39	3.287356322	4.428001384	2.14671126
177	39	3.32183908	4.477359072	2.166319088
178	39	3.402298851	4.582732836	2.221864865
179	39	3.402298851	4.582732836	2.221864865
180	39	3.402298851	4.582732836	2.221864865
181	39	3.448275862	4.645292189	2.251259535
182	39	3.436781609	4.62151956	2.252043658
183	39	3.436781609	4.62151956	2.252043658
184	39	3.436781609	4.62151956	2.252043658
185	39	3.436781609	4.62151956	2.252043658
186	39	3.505747126	4.719772153	2.2917221
187	39	3.505747126	4.719772153	2.2917221
188	39	3.551724138	4.774424972	2.329023304
189	39	3.551724138	4.774424972	2.329023304
190	39	3.551724138	4.774424972	2.329023304
191	41	3.712643678	4.989843351	2.435444006
192	41	3.724137931	5.011019038	2.437256824
193	41	3.75862069	5.066664778	2.450576601
194	41	3.770114943	5.089789339	2.450440546
195	41	3.793103448	5.123358728	2.462848169
196	41	3.793103448	5.123358728	2.462848169
197	41	3.793103448	5.123358728	2.462848169
198	41	3.793103448	5.123358728	2.462848169
199	41	3.724137931	5.023783947	2.424491915
200	41	4.011494253	5.385102993	2.637885513
201	43	4.103448276	5.505424288	2.701472264
202	43	4.195402299	5.629431216	2.761373382
203	43	4.195402299	5.629431216	2.761373382
204	43	4.183908046	5.607531499	2.760284593
205	43	4.172413793	5.586234284	2.758593303
206	43	4.183908046	5.608895086	2.758921006
207	43	4.24137931	5.680225946	2.802532674
208	43	4.229885057	5.659751508	2.800018607
209	43	4.229885057	5.651578449	2.808191665
210	44	4.367816092	5.818860129	2.916772055
211	44	4.367816092	5.818860129	2.916772055
212	44	4.367816092	5.818860129	2.916772055
213	44	4.367816092	5.818860129	2.916772055
214	44	4.367816092	5.818860129	2.916772055
215	45	4.448275862	5.912407017	2.984144707
216	45	4.448275862	5.912407017	2.984144707
217	45	4.448275862	5.912407017	2.984144707
218	45	4.448275862	5.912407017	2.984144707
219	45	4.448275862	5.912407017	2.984144707
220	45	4.448275862	5.912407017	2.984144707
221	45	4.471264368	5.936774734	3.005754002
222	45	4.471264368	5.936774734	3.005754002
223	45	4.471264368	5.936774734	3.005754002
224	45	4.517241379	5.985415053	3.049067706
225	49	4.701149425	6.234832444	3.167466407
226	49	4.666666667	6.181589181	3.151744152
227	49	4.67816092	6.194894865	3.161426974
228	51	4.896551724	6.475730401	3.317373048
229	51	4.885057471	6.446544439	3.323570504
230	51	4.781609195	6.315488702	3.247729688
231	51	4.770114943	6.295917676	3.244312209
232	51	4.724137931	6.219721416	3.228554447
233	52	4.770114943	6.274768582	3.265461303
234	51	4.67816092	6.157294572	3.199027267
235	51	4.655172414	6.131896861	3.178447966
236	51	4.735632184	6.224558591	3.246705776
237	51	4.816091954	6.317403681	3.314780227
238	51	4.816091954	6.317403681	3.314780227
239	51	4.827586207	6.331920829	3.323251585
240	51	4.83908046	6.350284969	3.32787595
241	51	4.850574713	6.369250229	3.331899196
242	51	4.862068966	6.388807783	3.335330148
243	51	4.931034483	6.462612769	3.399456197
244	52	5.045977011	6.610249303	3.48170472
245	52	5.057471264	6.623262679	3.49167985
246	52	5.057471264	6.623262679	3.49167985
247	52	5.114942529	6.694361504	3.535523554
248	52	5.126436782	6.707317963	3.5455556
249	52	5.126436782	6.707317963	3.5455556
250	52	5.137931034	6.730054967	3.545807102
251	52	5.137931034	6.730054967	3.545807102
252	52	5.137931034	6.730054967	3.545807102
253	52	5.137931034	6.730054967	3.545807102
254	52	5.137931034	6.730054967	3.545807102
255	52	5.126436782	6.707317963	3.5455556
256	52	5.08045977	6.632460822	3.528458718
257	52	5.16091954	6.75225107	3.569588011
258	52	5.137931034	6.722718923	3.553143146
259	53	5.16091954	6.744298177	3.577540904
260	53	5.16091954	6.744298177	3.577540904
261	53	5.172413793	6.755996849	3.588830737
262	54	5.218390805	6.795348522	3.641433087
263	55	5.275862069	6.873780296	3.677943842
264	55	5.275862069	6.873780296	3.677943842
265	55	5.264367816	6.855446816	3.673288817
266	55	5.275862069	6.867691526	3.684032612
267	55	5.08045977	6.636210472	3.524709068
268	53	4.827586207	6.309155282	3.346017132
269	52	4.75862069	6.237407175	3.279834204
270	52	4.747126437	6.21553577	3.278717103
271	52	4.655172414	6.074217518	3.23612731
272	53	4.862068966	6.324483818	3.399654113
273	53	5	6.522807795	3.477192205
274	53	5	6.522807795	3.477192205
275	53	5	6.522807795	3.477192205
276	53	5.011494253	6.533979503	3.489009003
277	53	5.034482759	6.571538974	3.497426544
278	54	5.149425287	6.710354593	3.588495981
279	54	5.137931034	6.688025057	3.587837012
280	53	5.011494253	6.493251661	3.529736845
281	55	5.091954023	6.590743254	3.593164792
282	55	5.091954023	6.590743254	3.593164792
283	55	5.091954023	6.590743254	3.593164792
284	56	5.183908046	6.703861878	3.663954214
285	56	5.195402299	6.715554394	3.675250204
286	57	5.275862069	6.814964761	3.736759377
287	57	5.275862069	6.814964761	3.736759377
288	58	5.379310345	6.946270409	3.81235028
289	56	5.287356322	6.846654398	3.728058246
290	56	5.287356322	6.846654398	3.728058246
291	56	5.24137931	6.799467171	3.68329145
292	56	5.333333333	6.928804849	3.737861818
293	56	5.252873563	6.826621636	3.67912549
294	55	5.16091954	6.703289501	3.618549579
295	55	5.172413793	6.715622997	3.629204589
296	56	5.333333333	6.909823828	3.756842839
297	56	5.459770115	7.063823585	3.855716645
298	56	5.471264368	7.087401052	3.855127684
299	56	5.471264368	7.093398585	3.84913015
300	55	5.379310345	6.971476341	3.787144349
301	55	5.298850575	6.850786898	3.746914251
302	55	5.344827586	6.910911245	3.778743928
303	56	5.540229885	7.138825537	3.941634233
304	58	5.747126437	7.380226266	4.114026608
305	58	5.747126437	7.380226266	4.114026608
306	60	5.873563218	7.541718255	4.205408182
307	60	5.827586207	7.483120849	4.172051565
308	60	5.781609195	7.433161179	4.130057212
309	60	5.781609195	7.433161179	4.130057212
310	60	5.770114943	7.416529304	4.123700581
311	60	5.781609195	7.42845061	4.134767781
312	60	5.793103448	7.440365029	4.145841867
313	60	5.804597701	7.451093415	4.158101987
314	60	5.793103448	7.435642156	4.150564741
315	60	5.793103448	7.435642156	4.150564741
316	58	5.712643678	7.337809571	4.087477785
317	58	5.724137931	7.349770791	4.098505072
318	58	5.712643678	7.337809571	4.087477785
319	58	5.563218391	7.159319419	3.967117363
320	58	5.551724138	7.14725162	3.956196656
321	58	5.632183908	7.255081734	4.009286082
322	58	5.632183908	7.255081734	4.009286082
323	58	5.655172414	7.291604211	4.018740617
324	58	5.655172414	7.291604211	4.018740617
325	58	5.655172414	7.291604211	4.018740617
326	58	5.666666667	7.310699703	4.02263363
327	58	5.67816092	7.322682714	4.033639125
328	58	5.67816092	7.322682714	4.033639125
329	58	5.689655172	7.335839015	4.04347133
330	58	5.701149425	7.354869435	4.047429416
331	58	5.632183908	7.24668292	4.017684896
332	57	5.528735632	7.111479696	3.945991568
333	57	5.586206897	7.177952208	3.994461585
334	56	5.482758621	7.03953495	3.925982291
335	56	5.494252874	7.062224114	3.926281633
336	56	5.494252874	7.062224114	3.926281633
337	56	5.379310345	6.918130176	3.840490514
338	56	5.413793103	6.967253428	3.860332779
339	56	5.413793103	6.967253428	3.860332779
340	56	5.367816092	6.90086581	3.834766374
341	56	5.287356322	6.785028049	3.789684595
342	56	5.287356322	6.785028049	3.789684595
343	56	5.287356322	6.785028049	3.789684595
344	56	5.390804598	6.927802717	3.853806479
345	56	5.494252874	7.075176418	3.91332933
346	56	5.494252874	7.086194518	3.902311229
347	56	5.494252874	7.086194518	3.902311229
348	56	5.494252874	7.086194518	3.902311229
349	56	5.402298851	6.970633101	3.8339646
350	56	5.356321839	6.915039988	3.79760369
351	55	5.24137931	6.78254749	3.700211131
352	55	5.24137931	6.77306691	3.709691711
353	55	5.252873563	6.785988807	3.719758319
354	55	5.402298851	7.004932151	3.79966555
355	57	5.643678161	7.313097344	3.974258978
356	57	5.643678161	7.313097344	3.974258978
357	57	5.712643678	7.404557049	4.020730307
358	57	5.689655172	7.383520183	3.995790161
359	54	5.563218391	7.230730954	3.895705828
360	54	5.586206897	7.264082603	3.90833119
361	54	5.482758621	7.13515519	3.830362052
362	56	5.770114943	7.484149194	4.056080691
363	56	5.954022989	7.734858438	4.173187539
364	57	6.034482759	7.816702846	4.252262671
365	57	5.931034483	7.695371964	4.166697002
366	56	5.793103448	7.520926833	4.065280064
367	56	5.793103448	7.520926833	4.065280064
368	56	5.747126437	7.464849047	4.029403827
369	56	5.747126437	7.465979337	4.028273536
370	56	5.770114943	7.48924056	4.050989325
371	58	5.908045977	7.660697903	4.155394051
372	58	5.977011494	7.758974785	4.195048204
373	58	5.977011494	7.758974785	4.195048204
374	58	5.977011494	7.758974785	4.195048204
375	58	6	7.786330072	4.213669928
376	58	6	7.786330072	4.213669928
377	58	6	7.789046099	4.210953901
378	58	5.965517241	7.734063069	4.196971413
379	58	5.954022989	7.760305524	4.147740453
380	58	5.965517241	7.776921472	4.154113011
381	57	5.75862069	7.525802747	3.991438633
382	57	5.793103448	7.569696835	4.016510061
383	57	5.735632184	7.502536306	3.968728061
384	57	5.931034483	7.772397068	4.089671897
385	57	5.931034483	7.772397068	4.089671897
386	56	5.793103448	7.612899362	3.973307535
387	56	5.770114943	7.581654732	3.958575153
388	56	5.770114943	7.581654732	3.958575153
389	56	5.770114943	7.581654732	3.958575153
390	55	5.666666667	7.458785954	3.874547379
391	56	5.75862069	7.569766098	3.947475281
392	56	5.793103448	7.62247933	3.963727567
393	56	5.862068966	7.720951495	4.003186436
394	55	5.781609195	7.623305146	3.939913244
395	56	5.931034483	7.808950252	4.053118713
396	56	6	7.887307186	4.112692814
397	56	6.022988506	7.935329948	4.110647064
398	56	6.068965517	7.984258078	4.153672956
399	57	6.252873563	8.234660474	4.271086653
400	57	6.252873563	8.234660474	4.271086653
401	56	6.16091954	8.145475568	4.176363512
402	56	6.16091954	8.145475568	4.176363512
403	56	6.16091954	8.145475568	4.176363512
404	56	6.183908046	8.172206371	4.195609721
405	56	6.264367816	8.278833783	4.249901849
406	55	6.16091954	8.154750963	4.167088118
407	55	6.103448276	8.071376525	4.135520027
408	53	5.908045977	7.844435386	3.971656568
409	53	5.91954023	7.870212688	3.968867772
410	53	5.91954023	7.870212688	3.968867772
411	53	5.885057471	7.837325731	3.932789212
412	53	5.896551724	7.863492817	3.929610631
413	53	5.896551724	7.863492817	3.929610631
414	54	6	8.001185089	3.998814911
415	54	6	8.001185089	3.998814911
416	54	6.045977011	8.068836508	4.023117515
417	54	5.977011494	7.974299606	3.979723382
418	53	6	8.054814859	3.945185141
419	53	5.965517241	8.012020547	3.919013935
420	53	6.022988506	8.091452237	3.954524774
421	53	6.022988506	8.091452237	3.954524774
422	53	6.022988506	8.091452237	3.954524774
423	53	6.045977011	8.107825205	3.984128818
424	52	5.977011494	8.019491163	3.934531825
425	52	5.977011494	8.019491163	3.934531825
426	52	5.885057471	7.904321644	3.865793299
427	51	5.862068966	7.883134361	3.84100357
428	51	5.850574713	7.855894129	3.845255296
429	51	5.873563218	7.896373053	3.850753384
430	51	5.873563218	7.896373053	3.850753384
431	51	5.75862069	7.724540066	3.792701313
432	51	5.75862069	7.724540066	3.792701313
433	51	5.816091954	7.81559189	3.816592018
434	51	5.816091954	7.829626842	3.802557066
435	51	5.655172414	7.609629203	3.700715624
436	50	5.609195402	7.547451533	3.670939272
437	50	5.551724138	7.459378762	3.644069513
438	49	5.436781609	7.301677036	3.571886183
439	49	5.356321839	7.17976358	3.532880099
440	50	5.540229885	7.425892214	3.654567556
441	50	5.540229885	7.425892214	3.654567556
442	50	5.517241379	7.39674346	3.637739299
443	50	5.494252874	7.365475943	3.623029805
444	50	5.517241379	7.405506418	3.628976341
445	50	5.563218391	7.473387328	3.653049454
446	50	5.551724138	7.45274966	3.650698615
447	50	5.482758621	7.374620138	3.590897103
448	51	5.632183908	7.580314116	3.6840537
449	55	5.988505747	7.987503211	3.989508283
450	58	6.356321839	8.427131591	4.285512088
451	58	6.528735632	8.591963812	4.465507452
452	58	6.505747126	8.564279578	4.447214675
453	58	6.517241379	8.591745441	4.442737318
454	58	6.540229885	8.633347663	4.447112107
455	57	6.413793103	8.487215403	4.340370804
456	56	6.402298851	8.477550666	4.327047035
457	56	6.402298851	8.477550666	4.327047035
458	55	6.195402299	8.216787989	4.174016609
459	55	6.195402299	8.216787989	4.174016609
460	57	6.689655172	8.789029462	4.590280883
461	57	6.712643678	8.818759424	4.606527933
462	57	6.747126437	8.866255234	4.627997639
463	57	6.666666667	8.761575448	4.571757885
464	57	6.620689655	8.703779363	4.537599947
465	58	6.735632184	8.878566662	4.592697706
466	58	6.747126437	8.88995153	4.604301344
467	58	6.793103448	8.952594864	4.633612033
468	58	6.83908046	9.011455307	4.666705612
469	58	6.83908046	9.011455307	4.666705612
470	57	6.724137931	8.858549686	4.589726176
471	57	6.586206897	8.672701713	4.49971208
472	57	6.505747126	8.581660399	4.429833854
473	57	6.505747126	8.581660399	4.429833854
474	57	6.482758621	8.551637818	4.413879423
475	57	6.436781609	8.490036878	4.383526341
476	57	6.425287356	8.469979095	4.380595618
477	57	6.425287356	8.469979095	4.380595618
478	57	6.425287356	8.469979095	4.380595618
479	57	6.379310345	8.416202752	4.342417938
480	57	6.344827586	8.394829443	4.29482573
481	57	6.356321839	8.406394477	4.306249201
482	57	6.356321839	8.406394477	4.306249201
483	57	6.356321839	8.406394477	4.306249201
484	57	6.390804598	8.46226106	4.319348136
485	57	6.390804598	8.46226106	4.319348136
486	57	6.379310345	8.450712922	4.307907768
487	57	6.344827586	8.41228198	4.277373192
488	57	6.367816092	8.454107615	4.281524569
489	57	6.367816092	8.454107615	4.281524569
490	57	6.379310345	8.469845528	4.288775162
491	56	6.24137931	8.285754406	4.197004215
492	56	6.24137931	8.285754406	4.197004215
493	56	6.24137931	8.285754406	4.197004215
494	56	6.218390805	8.263933962	4.172847648
495	56	6.218390805	8.263933962	4.172847648
496	56	6.218390805	8.263933962	4.172847648
497	56	6.218390805	8.270569427	4.166212182
498	56	6.229885057	8.283613219	4.176156896
499	56	6.252873563	8.32051151	4.185235617
500	56	6.183908046	8.232820652	4.13499544
501	57	6.206896552	8.295059768	4.118733335
502	57	6.229885057	8.339590965	4.12017915
503	57	6.229885057	8.36384703	4.095923085
504	57	6.183908046	8.286618607	4.081197485
505	57	6.298850575	8.432545771	4.165155379
506	57	6.333333333	8.479983588	4.186683079
507	56	6.172413793	8.293369519	4.051458067
508	56	6.172413793	8.293369519	4.051458067
509	57	6.459770115	8.61009858	4.30944165
510	57	6.459770115	8.61009858	4.30944165
511	56	6.609195402	8.807557423	4.410833382
512	56	6.586206897	8.785979969	4.386433824
513	56	6.597701149	8.796108866	4.399293433
514	56	6.597701149	8.796108866	4.399293433
515	56	6.597701149	8.796108866	4.399293433
516	56	6.609195402	8.818573068	4.399817737
517	56	6.643678161	8.866910544	4.420445778
518	56	6.586206897	8.783329694	4.389084099
519	58	6.666666667	8.868696554	4.464636779
520	60	6.83908046	9.076635536	4.601525383
521	60	6.850574713	9.091016222	4.610133204
522	60	6.954022989	9.240957296	4.667088681
523	60	6.954022989	9.240957296	4.667088681
524	60	6.954022989	9.240957296	4.667088681
525	60	6.954022989	9.240957296	4.667088681
526	60	6.942528736	9.213461788	4.671595683
527	60	6.931034483	9.18627841	4.675790556
528	60	6.908045977	9.164512048	4.651579906
529	59	6.83908046	9.101667081	4.576493838
530	56	6.620689655	8.834846432	4.406532878
531	56	6.620689655	8.834846432	4.406532878
532	56	6.609195402	8.815494231	4.402896573
533	57	6.643678161	8.859034403	4.428321919
534	57	6.67816092	8.893305539	4.4630163
535	57	6.712643678	8.93846516	4.486822196
536	57	6.666666667	8.866931871	4.466401462
537	57	6.666666667	8.866931871	4.466401462
538	57	6.666666667	8.866931871	4.466401462
539	57	6.609195402	8.791597216	4.426793588
540	57	6.505747126	8.640242551	4.371251702
541	56	6.275862069	8.369854219	4.181869919
542	55	6.275862069	8.368462516	4.183261622
543	55	6.275862069	8.368462516	4.183261622
544	55	6.287356322	8.390703785	4.184008859
545	55	6.229885057	8.312256627	4.147513488
546	55	6.206896552	8.271676789	4.142116314
547	55	6.022988506	8.025132716	4.020844295
548	55	6.022988506	8.025132716	4.020844295
549	55	6.022988506	8.025132716	4.020844295
550	55	6.011494253	8.015828223	4.007160283
551	58	6.114942529	8.134687553	4.095197505
552	58	6.08045977	8.075919603	4.084999937
553	58	6.114942529	8.122631714	4.107253343
554	58	6.114942529	8.122631714	4.107253343
555	58	6.114942529	8.122631714	4.107253343
556	58	6.126436782	8.134309424	4.118564139
557	58	6.137931034	8.146465095	4.129396974
558	58	6.137931034	8.146465095	4.129396974
559	57	6.091954023	8.111798519	4.072109527
560	57	6.091954023	8.120433931	4.063474115
561	56	6.022988506	8.021734686	4.024242326
562	56	5.988505747	7.983126359	3.993885135
563	56	6.022988506	8.030460857	4.015516154
564	56	6.022988506	8.030460857	4.015516154
565	56	6.022988506	8.030460857	4.015516154
566	56	6.126436782	8.180213857	4.072659706
567	55	5.954022989	7.964845319	3.943200658
568	55	5.954022989	7.964845319	3.943200658
569	55	5.954022989	7.964845319	3.943200658
570	55	5.908045977	7.891015301	3.925076653
571	55	5.908045977	7.891015301	3.925076653
572	55	5.908045977	7.891015301	3.925076653
573	55	5.908045977	7.891015301	3.925076653
574	55	5.896551724	7.868916058	3.92418739
575	55	5.827586207	7.763762326	3.891410088
576	56	5.827586207	7.771270961	3.883901453
577	56	5.816091954	7.744388717	3.887795191
578	56	5.735632184	7.635994112	3.835270256
579	56	5.712643678	7.611701231	3.813586125
580	56	5.67816092	7.559538704	3.796783135
581	56	5.67816092	7.542427789	3.81389405
582	56	5.67816092	7.542427789	3.81389405
583	56	5.67816092	7.542427789	3.81389405
584	56	5.689655172	7.565769121	3.813541223
585	56	5.689655172	7.565769121	3.813541223
586	56	5.689655172	7.565769121	3.813541223
587	59	5.91954023	7.820289772	4.018790688
588	59	5.896551724	7.798739447	3.994364001
589	59	6.091954023	8.058202677	4.125705369
590	59	6.091954023	8.058202677	4.125705369
591	59	6.08045977	8.034116859	4.126802681
592	59	6.091954023	8.058202677	4.125705369
593	59	6.091954023	8.058202677	4.125705369
594	58	5.931034483	7.833098976	4.02896999
595	59	5.977011494	7.877126717	4.076896271
596	60	6.126436782	8.085348768	4.167524796
597	60	6.16091954	8.13566493	4.186174151
598	60	6.011494253	7.923082606	4.0999059
599	57	5.666666667	7.529981318	3.803352015
600	58	5.747126437	7.628361828	3.865891045
601	59	5.850574713	7.760147531	3.941001895
602	59	5.83908046	7.741696492	3.936464428
603	59	5.827586207	7.737503861	3.917668552
604	59	5.793103448	7.69432272	3.891884176
605	59	5.770114943	7.643323306	3.896906579
606	59	5.942528736	7.884288755	4.000768716
607	59	5.965517241	7.9098221	4.021212383
608	59	5.965517241	7.9098221	4.021212383
609	60	6.206896552	8.213962971	4.199830133
610	59	6.068965517	8.046128613	4.091802422
611	59	6.034482759	7.981283263	4.087682255
612	59	6	7.961980799	4.038019201
613	59	6.022988506	7.995816834	4.050160178
614	59	5.977011494	7.913072312	4.040950676
615	59	5.988505747	7.927832703	4.049178792
616	59	5.977011494	7.905030392	4.048992597
617	59	6.034482759	7.957696346	4.111269171
618	60	6.045977011	7.967402211	4.124551812
619	60	6.057471264	7.977606398	4.137336131
620	60	6.126436782	8.05638255	4.196491013
621	62	6.149425287	8.080741261	4.218109314
622	62	6.195402299	8.158787797	4.232016801
623	61	6.08045977	8.029139935	4.131779606
624	61	6.068965517	8.017932056	4.119998978
625	60	5.965517241	7.90331838	4.027716102
626	57	5.735632184	7.607678243	3.863586125
627	57	5.712643678	7.566680177	3.858607179
628	57	5.712643678	7.566680177	3.858607179
629	57	5.689655172	7.537607202	3.841703143
630	57	5.689655172	7.537607202	3.841703143
631	57	5.67816092	7.525684051	3.830637788
632	57	5.712643678	7.558806965	3.866480391
633	57	5.701149425	7.544263021	3.85803583
634	57	5.712643678	7.566156337	3.85913102
635	57	5.712643678	7.566156337	3.85913102
636	57	5.712643678	7.566156337	3.85913102
637	57	5.689655172	7.530763147	3.848547198
638	57	5.701149425	7.541626784	3.860672067
639	57	5.632183908	7.447693536	3.81667428
640	57	5.505747126	7.256315297	3.755178956
641	57	5.471264368	7.198919782	3.743608953
642	57	5.471264368	7.198919782	3.743608953
643	57	5.494252874	7.230338315	3.758167432
644	57	5.528735632	7.273171972	3.784299292
645	57	5.517241379	7.258347295	3.776135464
646	57	5.517241379	7.258347295	3.776135464
647	57	5.517241379	7.258347295	3.776135464
648	57	5.528735632	7.277064346	3.780406918
649	57	5.517241379	7.25611491	3.778367849
650	57	5.459770115	7.181776103	3.737764127
651	57	5.229885057	6.909004298	3.550765817
652	57	5.482758621	7.222190516	3.743326725
653	57	5.494252874	7.24593014	3.742575607
654	57	5.298850575	6.986285128	3.611416022
655	55	5.172413793	6.858173998	3.486653588
656	55	5.16091954	6.845911504	3.475927577
657	57	5.16091954	6.816258649	3.505580432
658	57	5.091954023	6.669654766	3.51425328
659	57	5.091954023	6.669654766	3.51425328
660	57	5.16091954	6.738768846	3.583070234
661	57	5.183908046	6.771363035	3.596453057
662	57	5.172413793	6.760895019	3.583932567
663	57	5.183908046	6.769526806	3.598289286
664	59	5.275862069	6.879240419	3.672483719
665	59	5.390804598	7.019818959	3.761790237
666	59	5.390804598	7.028736295	3.7528729
667	59	5.344827586	6.975314443	3.71434073
668	59	5.471264368	7.14641038	3.796118356
669	60	5.505747126	7.18554427	3.825949983
670	60	5.517241379	7.195875286	3.838607473
671	60	5.517241379	7.195875286	3.838607473
672	59	5.505747126	7.182072113	3.82942214
673	59	5.517241379	7.188918928	3.845563831
674	59	5.494252874	7.171157052	3.817348695
675	60	5.540229885	7.240100537	3.840359233
676	60	5.528735632	7.229197149	3.828274116
677	59	5.517241379	7.219428357	3.815054401
678	59	5.517241379	7.219428357	3.815054401
