Site	Covered	Avg	Upper	Lower
93	1	0.130434783	0.287053539	-0.026183974
94	1	0.152173913	0.34451703	-0.040169204
95	1	0.195652174	0.42859703	-0.037292682
96	1	0.239130435	0.519543279	-0.041282409
97	1	0.347826087	0.748337753	-0.052685579
98	2	0.391304348	0.840978075	-0.058369379
99	2	0.391304348	0.840978075	-0.058369379
100	2	0.413043478	0.902621326	-0.07653437
101	3	0.47826087	0.979685549	-0.023163809
102	4	0.52173913	1.069168294	-0.025690033
103	4	0.673913043	1.352478725	-0.004652638
104	4	0.760869565	1.534347476	-0.012608345
105	5	0.847826087	1.743149595	-0.047497421
106	5	0.891304348	1.825699648	-0.043090952
107	5	1.02173913	2.043894022	-0.000415761
108	5	1.195652174	2.396666609	-0.005362261
109	5	1.304347826	2.60513485	0.003560802
110	5	1.434782609	2.857910209	0.011655009
111	5	1.52173913	3.065091728	-0.021613467
112	5	1.652173913	3.365870015	-0.061522189
113	5	1.717391304	3.516097428	-0.081314819
114	7	1.956521739	3.960489825	-0.047446347
115	7	2.152173913	4.33776881	-0.033420984
116	7	2.282608696	4.677817106	-0.112599715
117	7	2.413043478	4.943081666	-0.11699471
118	7	2.52173913	5.134887202	-0.091408941
119	7	2.652173913	5.399295011	-0.094947185
120	7	2.847826087	5.769600865	-0.073948691
121	7	2.97826087	6.032650258	-0.076128519
122	8	3.152173913	6.268802516	0.035545311
123	8	3.195652174	6.393197507	-0.001893159
124	8	3.347826087	6.757492132	-0.061839958
125	9	3.608695652	7.14986308	0.067528225
126	9	3.695652174	7.361651128	0.02965322
127	9	3.847826087	7.734051623	-0.038399449
128	10	3.956521739	7.935706538	-0.02266306
129	11	4.130434783	8.255559025	0.00531054
130	12	4.304347826	8.558925596	0.049770056
131	12	4.413043478	8.749581724	0.076505232
132	12	4.47826087	8.905083575	0.051438164
133	12	4.52173913	8.998586477	0.044891784
134	12	4.673913043	9.319337906	0.028488181
135	12	4.695652174	9.339404917	0.051899431
136	12	4.826086957	9.602790121	0.049383792
137	12	4.891304348	9.717068064	0.065540631
138	12	4.97826087	9.905356715	0.051165024
139	12	5.130434783	10.16082797	0.100041595
140	13	5.282608696	10.48317024	0.082047155
141	13	5.630434783	11.04179877	0.21907079
142	15	5.826086957	11.37726583	0.274908087
143	16	5.934782609	11.60376064	0.265804581
144	16	6.043478261	11.81965584	0.267300683
145	16	6.173913043	12.03978924	0.308036847
146	16	6.326086957	12.40718697	0.244986943
147	16	6.434782609	12.61324917	0.256316045
148	16	6.52173913	12.7825856	0.260892662
149	16	6.717391304	13.04338528	0.391397331
150	16	6.913043478	13.39556752	0.430519435
151	16	7.043478261	13.49504702	0.591909499
152	16	7.130434783	13.71318025	0.547689311
153	16	7.260869565	14.00042254	0.521316586
154	16	7.413043478	14.24833357	0.577753388
155	16	7.652173913	14.58361914	0.72072869
156	16	7.804347826	14.89524787	0.713447777
157	16	7.891304348	15.03217654	0.750432151
158	16	7.956521739	15.11471498	0.798328503
159	16	8	15.21012771	0.789872287
160	16	8.108695652	15.45403329	0.763358014
161	16	8.239130435	15.674358	0.803902869
162	16	8.260869565	15.73549223	0.786246898
163	17	8.434782609	16.02770053	0.841864691
164	17	8.5	16.13146203	0.868537967
165	18	8.608695652	16.30257766	0.914813643
166	18	8.804347826	16.58413768	1.024557973
167	18	8.826086957	16.64506318	1.007110734
168	18	8.891304348	16.78796523	0.994643469
169	18	9	16.94720901	1.052790992
170	18	9.065217391	17.09360477	1.036830015
171	18	9.130434783	17.25057856	1.010291001
172	18	9.217391304	17.35267472	1.082107887
173	18	9.304347826	17.50845151	1.100244144
174	18	9.434782609	17.72614235	1.143422867
175	18	9.586956522	17.97200189	1.201911156
176	21	9.804347826	18.24235428	1.366341369
177	24	10.02173913	18.60970234	1.433775919
178	24	10.17391304	18.83906874	1.508757346
179	24	10.30434783	18.96833946	1.640356192
180	24	10.34782609	19.05398742	1.641664754
181	24	10.45652174	19.25080467	1.662238804
182	25	10.63043478	19.50300949	1.757860072
183	25	10.73913043	19.70680054	1.77146033
184	25	10.82608696	19.87469555	1.777478363
185	25	10.84782609	19.93565924	1.759992933
186	25	10.93478261	20.07239596	1.797169257
187	25	10.97826087	20.19435747	1.762164268
188	25	11	20.25538289	1.744617109
189	25	11.17391304	20.56333316	1.784492932
190	25	11.2826087	20.83260431	1.732613084
191	25	11.30434783	20.92080729	1.687888359
192	25	11.36956522	21.07735391	1.661776524
193	25	11.39130435	21.14279563	1.639813062
194	25	11.47826087	21.35197865	1.604543087
195	25	11.58695652	21.55436615	1.619546889
196	25	11.69565217	21.69026327	1.701041079
197	25	11.7173913	21.75143708	1.683345533
198	26	11.7173913	21.73737065	1.697411961
199	27	11.86956522	22.08815345	1.650976984
200	27	11.97826087	22.29047487	1.666046872
201	27	12.04347826	22.36584945	1.721107069
202	27	12.04347826	22.41499456	1.671961963
203	27	12.02173913	22.39925391	1.644224351
204	27	12.08695652	22.48436299	1.68955005
205	27	12.19565217	22.73696081	1.654343538
206	27	12.26086957	22.79192952	1.729809608
207	27	12.32608696	22.87679883	1.775375078
208	27	12.34782609	22.93771907	1.757933105
209	27	12.41304348	23.0189347	1.807152257
210	27	12.56521739	23.21408057	1.916354215
211	27	12.69565217	23.37796178	2.01334257
212	26	12.7173913	23.46288985	1.971892755
213	27	12.86956522	23.6316217	2.107508737
214	27	12.93478261	23.73415898	2.135406236
215	27	13.02173913	23.87632421	2.167154051
216	27	13.04347826	23.91249542	2.174461098
217	27	13.13043478	24.09442485	2.166444714
218	27	13.2826087	24.38052678	2.18469061
219	27	13.32608696	24.46613114	2.186042777
220	27	13.36956522	24.52214746	2.21698297
221	27	13.39130435	24.54224232	2.240366375
222	27	13.34782609	24.44550242	2.250149752
223	26	13.19565217	24.26073839	2.130565954
224	26	13.15217391	24.21463463	2.0897132
225	26	13.23913043	24.45374669	2.024514184
226	27	13.39130435	24.67163944	2.110969251
227	27	13.41304348	24.82392654	2.002160416
228	27	13.45652174	24.91530375	1.997739727
229	27	13.5	25.05587662	1.944123381
230	27	13.47826087	24.95565825	2.000863487
231	27	13.52173913	25.01642493	2.027053333
232	27	13.65217391	25.28032905	2.024018779
233	27	13.60869565	25.20732908	2.010062229
234	27	13.60869565	25.23162447	1.985766835
235	27	13.69565217	25.43841767	1.952886675
236	27	13.69565217	25.45026482	1.941039531
237	27	13.60869565	25.2899179	1.927473408
238	27	13.7173913	25.52945797	1.905324636
239	27	13.93478261	25.97493582	1.894629393
240	27	14.04347826	26.08032543	2.006631089
241	28	14.23913043	26.3774979	2.100762971
242	28	14.34782609	26.52908509	2.166567086
243	29	14.43478261	26.65459203	2.214973183
244	29	14.45652174	26.6862071	2.226836378
245	29	14.56521739	26.83368083	2.296753952
246	29	14.58695652	26.84511779	2.32879525
247	29	14.60869565	26.87017239	2.347218911
248	29	14.63043478	26.906415	2.354454561
249	29	14.65217391	26.97144423	2.332903594
250	28	14.7173913	27.11766052	2.317122087
251	28	14.7826087	27.16494295	2.400274437
252	28	14.7826087	27.14093913	2.42427826
253	28	14.89130435	27.27023818	2.512370517
254	28	14.84782609	27.20105787	2.494594308
255	28	14.80434783	27.11523972	2.493455931
256	28	14.80434783	27.12639004	2.48230561
257	28	14.91304348	27.24625701	2.579829946
258	28	14.97826087	27.42719827	2.529323471
259	28	15.08695652	27.61885249	2.555060555
260	28	15.13043478	27.74392655	2.516943012
261	28	15.19565217	27.87093666	2.520367687
262	28	15.26086957	27.97851641	2.543222719
263	28	15.26086957	27.95792406	2.563815068
264	28	15.2173913	27.86545644	2.56932617
265	28	15.2173913	27.90457275	2.530209857
266	28	15.34782609	28.04747949	2.648172688
267	28	15.30434783	27.94668283	2.662012823
268	28	15.36956522	27.98169595	2.757434489
269	28	15.39130435	28.00168678	2.780921919
270	28	15.30434783	27.80466733	2.80402832
271	28	15.39130435	27.90225064	2.880358057
272	28	15.45652174	28.00748907	2.905554412
273	28	15.58695652	28.1842486	2.989664447
274	28	15.58695652	28.27803757	2.895875478
275	28	15.60869565	28.31496146	2.902429843
276	28	15.60869565	28.33801763	2.879373677
277	28	15.56521739	28.31306694	2.817367839
278	28	15.69565217	28.49264505	2.898659301
279	28	15.47826087	28.17024312	2.786278622
280	28	15.43478261	28.08985055	2.77971467
281	28	15.47826087	28.17594449	2.780577249
282	28	15.54347826	28.25474238	2.832214141
283	28	15.52173913	28.2042134	2.839264866
284	29	15.54347826	28.18989896	2.897057562
285	29	15.52173913	28.14686813	2.896610127
286	29	15.5	28.10998091	2.89001909
287	29	15.47826087	28.06275354	2.893768202
288	29	15.45652174	28.00808051	2.904962967
289	29	15.7173913	28.41754822	3.01723439
290	29	15.76086957	28.49816487	3.023574262
291	29	15.82608696	28.61037464	3.041799273
292	29	15.93478261	28.76849062	3.1010746
293	29	15.93478261	28.75662735	3.112937866
294	29	16.10869565	29.03617516	3.181216143
295	29	16.15217391	29.1560503	3.148297526
296	29	16.2173913	29.34921649	3.085566115
297	29	16.26086957	29.41140995	3.110329176
298	29	16.30434783	29.48427036	3.124425292
299	29	16.5	29.85475675	3.145243255
300	29	16.2826087	29.55539027	3.009827119
301	29	16.23913043	29.51422194	2.964038934
302	29	16.26086957	29.54577832	2.97596081
303	29	16.26086957	29.69815074	2.823588387
304	29	16.30434783	29.74445099	2.864244662
305	29	16.2826087	29.71246132	2.852756076
306	29	16.34782609	29.81253348	2.883118699
307	29	16.32608696	29.81500824	2.83716567
308	29	16.47826087	30.01877132	2.93775042
309	29	16.52173913	30.15091044	2.892567821
310	29	16.47826087	30.01890838	2.937613362
311	29	16.52173913	30.06060477	2.982873486
312	29	16.58695652	30.13744624	3.036466808
313	29	16.52173913	29.99698941	3.046488851
314	29	16.45652174	29.80974374	3.10329974
315	29	16.36956522	29.66703003	3.072100406
316	29	16.5	29.95443961	3.045560394
317	29	16.60869565	30.14793676	3.069454545
318	29	16.73913043	30.33540432	3.142856554
319	29	16.82608696	30.4434836	3.208690312
320	30	16.95652174	30.55887133	3.354172149
321	30	17.10869565	30.71490197	3.502489336
322	30	17.02173913	30.51952263	3.523955629
323	30	16.97826087	30.4283878	3.528133939
324	30	16.97826087	30.4478289	3.508692842
325	30	17.02173913	30.59110397	3.452374294
326	30	17.08695652	30.69774471	3.476168335
327	30	17.15217391	30.81388142	3.490466409
328	31	17.19565217	30.93249858	3.458805764
329	30	17.19565217	30.9258771	3.465427251
330	30	17.2173913	30.93967887	3.49510374
331	30	17.17391304	30.93218104	3.415645051
332	30	17.08695652	30.77809104	3.395822005
333	30	16.84782609	30.30698466	3.388667514
334	31	16.80434783	30.2473159	3.361379752
335	31	16.69565217	30.11765432	3.273650029
336	31	16.63043478	30.00443943	3.256430134
337	31	16.56521739	29.88252642	3.247908361
338	31	16.80434783	30.23875387	3.36994178
339	32	17.06521739	30.53449787	3.595936909
340	32	17	30.50225277	3.497747234
341	32	17.02173913	30.48965369	3.553824572
342	32	16.82608696	30.17897509	3.473198819
343	32	16.80434783	30.14726917	3.461426486
344	32	16.80434783	30.14726917	3.461426486
345	32	16.73913043	29.95695555	3.521305321
346	32	16.7173913	29.92176276	3.513019844
347	31	16.65217391	29.86772183	3.436625994
348	31	16.58695652	29.71180735	3.462105693
349	31	16.56521739	29.60581735	3.524617431
350	32	16.5	29.48713696	3.512863042
351	33	16.54347826	29.53718069	3.549775833
352	30	16.2173913	28.95887168	3.475910932
353	31	16.39130435	29.20056147	3.58204723
354	31	16.73913043	29.59105073	3.887210138
355	31	16.89130435	29.83771967	3.944889027
356	31	16.89130435	29.82710755	3.955501144
357	31	16.89130435	29.75762697	4.024981724
358	31	16.86956522	29.71963327	4.019497169
359	31	16.76086957	29.58933921	3.932399918
360	32	17.17391304	30.07265991	4.275166178
361	33	17.34782609	30.29151595	4.404136227
362	33	17.15217391	29.95918357	4.345164256
363	33	17.30434783	30.12350986	4.485185791
364	33	17.5	30.35499789	4.645002107
365	33	17.47826087	30.3370102	4.619511535
366	33	17.63043478	30.5399758	4.720893767
367	33	17.73913043	30.67711507	4.801145799
368	33	17.89130435	30.87808095	4.904527748
369	33	17.97826087	30.94877366	5.007748082
370	33	18.08695652	31.11462435	5.059288696
371	33	18.13043478	31.21124112	5.049628444
372	34	18.36956522	31.50795266	5.231177771
373	34	18.39130435	31.51331305	5.269295647
374	34	18.41304348	31.54227695	5.283810002
375	34	18.43478261	31.60960444	5.259960779
376	34	18.41304348	31.55386272	5.272224237
377	34	18.41304348	31.56572048	5.260366475
378	35	18.58695652	31.77936378	5.394549267
379	34	18.56521739	31.75707264	5.373362146
380	34	18.58695652	31.78484897	5.389064072
381	34	18.54347826	31.72816447	5.358792056
382	34	18.56521739	31.71592958	5.414505201
383	34	18.58695652	31.72480965	5.449103393
384	34	18.65217391	31.89970094	5.404646887
385	34	18.73913043	32.03758278	5.440678094
386	34	18.63043478	31.89478172	5.366087845
387	34	18.58695652	31.87314222	5.300770826
388	34	18.67391304	32.0059024	5.341923692
389	35	18.76086957	32.15052139	5.371217744
390	35	18.89130435	32.34098134	5.441627359
391	36	18.91304348	32.35617812	5.469908841
392	36	18.84782609	32.14467802	5.550974157
393	36	18.80434783	32.06607267	5.542622983
394	36	18.73913043	31.94923103	5.529029839
395	37	18.91304348	32.13218711	5.693899847
396	37	18.84782609	32.04141374	5.654238436
397	37	18.73913043	31.86905068	5.609210189
398	37	18.58695652	31.45938597	5.714527074
399	37	18.82608696	31.79571478	5.856459129
400	37	19.02173913	32.02754513	6.015933134
401	37	19.13043478	32.21734034	6.043529222
402	37	19	32.07106882	5.928931176
403	38	19.04347826	32.18999909	5.896957427
404	38	18.95652174	32.03383007	5.879213407
405	38	18.86956522	31.94540497	5.793725463
406	38	18.84782609	31.84156577	5.8540864
407	38	18.7826087	31.69079176	5.874425636
408	38	18.80434783	31.68355785	5.925137806
409	38	18.91304348	31.89747595	5.928611005
410	38	19.13043478	32.2434073	6.017462264
411	38	19.30434783	32.54257693	6.066118727
412	37	19.34782609	32.62767446	6.067977711
413	37	19.5	32.90164465	6.098355354
414	37	19.69565217	33.26110223	6.130202123
415	37	19.82608696	33.46581601	6.186357902
416	36	19.7826087	33.3909542	6.17426319
417	36	19.76086957	33.41010336	6.111635768
418	36	19.73913043	33.36621764	6.112043234
419	35	19.67391304	33.24472278	6.103103307
420	35	19.69565217	33.22027236	6.171031986
421	36	19.80434783	33.28123421	6.327461443
422	36	19.93478261	33.53255342	6.337011799
423	36	19.91304348	33.5281942	6.297892757
424	36	19.86956522	33.45015668	6.288973754
425	36	19.84782609	33.39247895	6.303173224
426	36	19.82608696	33.33484	6.31733391
427	36	19.7826087	33.34573878	6.21947861
428	36	19.73913043	33.26835565	6.209905219
429	36	19.80434783	33.39122542	6.217470237
430	36	20.04347826	33.75521869	6.331737836
431	36	20	33.63519685	6.364803146
432	36	19.80434783	33.33771295	6.270982704
433	36	19.7173913	33.28664316	6.14813945
434	36	19.56521739	33.10461941	6.025815375
435	36	19.60869565	33.20852392	6.008867389
436	36	19.54347826	33.13227987	5.954676656
437	36	19.65217391	33.33007108	5.974276741
438	36	19.69565217	33.36630909	6.024995262
439	36	19.7173913	33.35009214	6.084690467
440	36	19.60869565	33.18106755	6.036323755
441	35	19.58695652	33.17054959	6.003363452
442	35	19.47826087	33.02685537	5.929666367
443	35	19.32608696	32.86636649	5.785807423
444	36	19.32608696	32.75143269	5.900741225
445	36	19.36956522	32.73885102	6.000279415
446	36	19.15217391	32.33337744	5.97097039
447	37	19.15217391	32.28824582	6.016102002
448	37	19.13043478	32.26744493	5.993424631
449	37	19.10869565	32.22769862	5.989692682
450	37	19.02173913	32.17242831	5.871049949
451	37	18.95652174	32.06232362	5.850719853
452	37	18.86956522	31.91826831	5.820862127
453	37	18.86956522	31.87353313	5.865597307
454	37	18.93478261	31.92544185	5.944123364
455	37	18.91304348	31.97400304	5.852083918
456	37	18.93478261	31.96139282	5.908172393
457	37	18.84782609	31.81311222	5.882539952
458	37	18.82608696	31.71850164	5.933672275
459	36	18.69565217	31.41555117	5.975753178
460	36	18.73913043	31.49480731	5.983453557
461	36	18.7826087	31.6511935	5.914023889
462	36	18.86956522	31.73637543	6.002755007
463	36	18.67391304	31.47441276	5.873413326
464	35	18.54347826	31.32303297	5.763923553
465	35	18.67391304	31.48296386	5.864862228
466	35	18.65217391	31.48122693	5.823120897
467	35	18.58695652	31.41374667	5.76016637
468	35	18.54347826	31.34595715	5.740999373
469	35	18.63043478	31.44908854	5.81178103
470	35	18.73913043	31.55736087	5.920900005
471	35	18.65217391	31.46327658	5.841071243
472	35	18.60869565	31.33203871	5.885352592
473	36	18.65217391	31.43499723	5.869350598
474	36	18.73913043	31.52154976	5.956711113
475	37	18.86956522	31.68926856	6.049861875
476	37	18.82608696	31.62836258	6.023811329
477	37	18.67391304	31.45526078	5.892565312
478	37	18.65217391	31.37124822	5.933099602
479	36	18.58695652	31.29513522	5.878777821
480	36	18.58695652	31.33188304	5.842030003
481	37	18.82608696	31.53743836	6.114735554
482	37	18.89130435	31.66527002	6.117338671
483	38	19.04347826	31.84135385	6.245602676
484	38	19.08695652	31.97426314	6.199649899
485	38	19.06521739	31.88083676	6.249598019
486	38	19.08695652	31.90727038	6.266642663
487	38	19.06521739	31.87663655	6.253798233
488	38	19.08695652	31.92636424	6.247548801
489	38	18.91304348	31.69087279	6.135214162
490	38	18.89130435	31.67746801	6.105140688
491	38	18.97826087	31.78201282	6.174508919
492	37	18.97826087	31.83538644	6.1211353
493	37	19.10869565	32.02123648	6.196154825
494	37	19.23913043	32.23075861	6.247502262
495	37	19.13043478	32.08034452	6.180525042
496	37	19.13043478	32.03814276	6.222726807
497	37	19.15217391	32.10528747	6.199060355
498	37	19.23913043	32.25117003	6.227090842
499	37	19.10869565	32.05095321	6.166438097
500	37	19.04347826	31.95353648	6.13342004
501	37	18.91304348	31.75606426	6.070022693
502	37	18.93478261	31.84921671	6.020348509
503	37	18.93478261	31.85970278	6.009862433
504	37	19	32.06638261	5.933617394
505	37	18.60869565	31.45195518	5.765436126
506	37	18.41304348	31.14587826	5.680208694
507	37	18.47826087	31.2829187	5.673603042
508	37	18.56521739	31.44904236	5.68139242
509	37	18.65217391	31.6851672	5.619180629
510	37	18.73913043	31.7039109	5.774349965
511	37	18.76086957	31.76163688	5.76010225
512	37	18.69565217	31.67780381	5.713500542
513	37	18.58695652	31.61245174	5.561461303
514	37	18.69565217	31.82619924	5.56510511
515	37	18.82608696	32.07362616	5.578547749
516	37	18.76086957	31.96278427	5.558954865
517	37	18.7173913	31.90896671	5.525815895
518	37	18.76086957	32.09621751	5.425521621
519	37	18.63043478	31.88470421	5.37616536
520	37	18.56521739	31.79682551	5.333609276
521	37	18.67391304	31.94269385	5.405132235
522	37	18.60869565	31.852196	5.365195302
523	37	18.43478261	31.58478917	5.284776044
524	37	18.54347826	31.83959591	5.247360613
525	37	18.63043478	32.03631742	5.224552147
526	37	18.7826087	32.27838794	5.286829447
527	37	18.76086957	32.18955054	5.332188591
528	36	18.58695652	32.08626431	5.087648731
529	36	18.56521739	32.0106747	5.119760087
530	36	18.5	31.89361046	5.10638954
531	36	18.58695652	31.98262116	5.191291887
532	36	18.82608696	32.34747314	5.304700769
533	37	19.02173913	32.65237416	5.391104103
534	37	19.04347826	32.71007376	5.376882765
535	37	19.13043478	32.86795521	5.392914358
536	37	19.23913043	32.96889109	5.509369782
537	37	19.26086957	32.9695614	5.552177733
538	37	19.2173913	32.97398774	5.46079487
539	37	19.17391304	32.86633229	5.481493801
540	37	19.15217391	32.80450504	5.499842784
541	37	19.13043478	32.73150894	5.529360629
542	37	19.10869565	32.66461495	5.552776351
543	38	19.19565217	32.78512474	5.606179603
544	38	19.30434783	32.91473288	5.69396277
545	38	19.34782609	32.94407029	5.751581879
546	38	19.45652174	33.08364595	5.829397531
547	38	19.52173913	33.21313296	5.830345302
548	38	19.30434783	32.92945127	5.679244378
549	38	19.2173913	32.87352073	5.56126188
550	38	19.2826087	33.06774185	5.497475545
551	38	19.32608696	33.12123152	5.530942394
552	38	19.32608696	33.15307811	5.499095808
553	38	19.36956522	33.28036434	5.458766091
554	38	19.41304348	33.40793282	5.418154132
555	38	19.39130435	33.34939972	5.433208978
556	38	19.56521739	33.60896419	5.521470593
557	38	19.47826087	33.43093858	5.525583159
558	38	19.45652174	33.42461575	5.488427724
559	38	19.56521739	33.5725765	5.557858284
560	38	19.41304348	33.44739461	5.378692347
561	38	19.39130435	33.42749373	5.35511497
562	38	19.41304348	33.52151547	5.304571487
563	38	19.19565217	33.21783808	5.173466271
564	38	19.19565217	33.27305194	5.118252404
565	38	19.2826087	33.41435572	5.150861671
566	38	19.2826087	33.43167994	5.133537449
567	38	19.26086957	33.37366317	5.148075963
568	38	18.95652174	32.98880725	4.924236227
569	38	18.91304348	33.05282043	4.773266526
570	38	18.89130435	32.99446794	4.788140757
571	37	18.76086957	32.86481696	4.656922173
572	37	18.7173913	32.79809221	4.636690401
573	37	18.63043478	32.66991343	4.590956133
574	37	18.47826087	32.35130437	4.605217372
575	37	18.47826087	32.35665428	4.599867464
576	37	18.58695652	32.49831828	4.675594763
577	37	18.5	32.34143841	4.658561592
578	36	18.45652174	32.28212394	4.630919535
579	37	18.39130435	32.12326721	4.659341489
580	37	18.43478261	32.09671898	4.772846241
581	37	18.43478261	32.11558779	4.75397743
582	37	18.34782609	31.9499384	4.745713778
583	37	18.32608696	31.95312235	4.699051567
584	37	18.36956522	32.10191736	4.63721308
585	37	18.45652174	32.30613072	4.606912757
586	37	18.47826087	32.35224075	4.604280989
587	37	18.47826087	32.3815043	4.575017435
588	37	18.41304348	32.26504677	4.561040184
589	36	18.30434783	32.11224188	4.496453769
590	36	18.08695652	31.88919858	4.284714461
591	36	18	31.73203337	4.26796663
592	36	18.06521739	31.8342855	4.296149285
593	36	18.19565217	31.92898554	4.462318808
594	36	18.13043478	31.83630695	4.424562619
595	36	18.17391304	31.91733518	4.430490902
596	36	18.26086957	32.08093065	4.440808481
597	36	18.30434783	32.16723827	4.44145738
598	36	18.32608696	32.26549929	4.386674623
599	36	18.34782609	32.32873696	4.366915211
600	36	18.36956522	32.37145225	4.367678182
601	36	18.39130435	32.4599819	4.322626791
602	36	18.67391304	32.82710109	4.520724994
603	37	18.7826087	32.89336103	4.671856365
604	37	18.80434783	32.91177317	4.696922484
605	37	18.89130435	33.02023618	4.762372517
606	37	18.76086957	32.85744636	4.66429277
607	37	18.73913043	32.81795592	4.660304951
608	37	18.76086957	32.87823208	4.643507046
609	37	18.76086957	32.89885598	4.622883147
610	37	18.73913043	32.85047745	4.627783417
611	37	18.67391304	32.67019183	4.677634256
612	37	18.7826087	32.71587658	4.849340811
613	37	18.7826087	32.70948174	4.855735651
614	37	18.82608696	32.68890174	4.963272177
615	37	18.7826087	32.55444105	5.010776337
616	37	18.7173913	32.46882662	4.965955987
617	37	18.60869565	32.39568857	4.821702731
618	35	18.58695652	32.45047702	4.723436021
619	35	18.60869565	32.48879245	4.72859885
620	35	18.7173913	32.65688468	4.777897931
621	35	18.7173913	32.7266066	4.708176009
622	35	18.69565217	32.71892993	4.67237442
623	35	18.56521739	32.44105822	4.689376565
624	34	18.39130435	32.1188066	4.663802093
625	33	18.36956522	32.11569513	4.6234353
626	33	18.34782609	32.02178791	4.673864261
627	33	18.34782609	31.98427743	4.71137474
628	33	18.10869565	31.71926597	4.498125332
629	33	18.02173913	31.55618337	4.487294889
630	33	18.04347826	31.58867769	4.498278831
631	34	18.10869565	31.672553	4.544838304
632	34	18.06521739	31.55735056	4.573084225
633	34	18.04347826	31.53610032	4.550856202
634	34	17.97826087	31.35922007	4.597301673
635	34	18.02173913	31.3468271	4.696651164
636	35	18.23913043	31.60894734	4.869313528
637	35	18.26086957	31.63793725	4.883801876
638	34	18.02173913	31.37145593	4.672022332
639	34	17.7826087	31.01032559	4.554891801
640	33	17.65217391	30.76990212	4.534445704
641	33	17.73913043	30.80216559	4.676095275
642	33	17.7826087	30.86246505	4.702752341
643	33	17.91304348	31.09056593	4.73552103
644	33	17.80434783	30.92439635	4.684299306
645	32	17.7826087	30.99263599	4.572581398
646	32	17.69565217	30.8386311	4.55267325
647	32	17.65217391	30.79604915	4.508298679
648	32	17.65217391	30.77881209	4.525535734
649	32	17.73913043	31.00810432	4.470156553
650	32	17.63043478	30.76472523	4.496144331
651	32	17.58695652	30.74851984	4.425393207
652	32	17.60869565	30.75218413	4.465207175
653	32	17.47826087	30.64421759	4.312304145
654	32	17.47826087	30.63589845	4.320623289
655	32	17.34782609	30.44969939	4.245952786
656	32	17.30434783	30.45015053	4.158545119
657	32	17.36956522	30.6551618	4.08396863
658	32	17.2826087	30.50032545	4.064891938
659	32	17.36956522	30.55378018	4.185350253
660	31	17.32608696	30.5836738	4.068500115
661	31	17.2826087	30.56028319	4.004934202
662	31	17.2826087	30.6896409	3.875576496
663	31	17.13043478	30.51834341	3.742526157
664	31	17.13043478	30.62685973	3.634009836
665	30	17.23913043	30.78627916	3.691981712
666	30	17.2173913	30.74750513	3.687277475
667	30	17.23913043	30.83809986	3.640161013
668	30	17.2173913	30.82764593	3.607136676
669	30	17.23913043	30.83195734	3.646303531
670	30	17.26086957	30.90959348	3.612145654
671	30	17.2173913	30.83187233	3.602910283
672	30	17.15217391	30.69271565	3.611632179
673	30	17.10869565	30.65173996	3.565651343
674	29	16.89130435	30.37336867	3.409240024
675	29	16.89130435	30.35628889	3.426319803
676	29	16.86956522	30.3161207	3.423009738
677	29	16.95652174	30.40298721	3.510056271
678	29	16.97826087	30.51887411	3.437647626
679	29	17.02173913	30.58713714	3.456341125
680	29	17.15217391	30.82230108	3.482046747
