Site	Covered	Avg	Upper	Lower
71	16	107.7647059	140.6984451	74.83096667
72	16	108.8235294	142.0187964	75.62826247
73	16	109.8235294	143.0513287	76.59573009
74	16	110.9411765	144.3655719	77.516781
75	16	111.7647059	145.437575	78.09183672
76	16	112.3529412	146.1014332	78.60444918
77	16	112.6470588	146.5119642	78.78215344
78	16	113.1176471	147.1320269	79.1032672
79	16	114.3529412	148.63558	80.07030235
80	16	115.3529412	149.8442898	80.86159256
81	16	115.8235294	150.4514542	81.19560464
82	16	116.9411765	151.7361977	82.14615522
83	16	118	153.0982972	82.90170282
84	16	118.7058824	154.0273962	83.38436852
85	16	120.5294118	156.1988946	84.85992892
86	16	121.5294118	157.4603089	85.59851465
87	16	122.4705882	158.7077102	86.2334663
88	16	123.3529412	159.8017332	86.90414912
89	16	123.8823529	160.4530845	87.31162138
90	16	124.5882353	161.2607562	87.91571441
91	16	125.5294118	162.4758974	88.58292611
92	16	126.1764706	163.3264118	89.02652934
93	16	127	164.3824108	89.61758923
94	16	128	165.6190265	90.38097348
95	16	128.4117647	166.1797972	90.64373226
96	16	128.8823529	166.8033159	90.96139003
97	16	129.7058824	167.8405375	91.57122716
98	17	130.4705882	168.7447827	92.19639376
99	17	130.5294118	168.9013971	92.15742643
100	17	132.2352941	170.8940933	93.5764949
101	17	133.2941176	172.2098409	94.37839443
102	17	133.8823529	172.8930705	94.87163538
103	17	134.7058824	173.8890702	95.52269446
104	17	135.7058824	175.2238603	96.18790444
105	17	136.1764706	175.8528223	96.50011886
106	17	136.4705882	176.2048973	96.73627919
107	17	137.5882353	177.6237892	97.55268135
108	17	138.1176471	178.3605862	97.87470793
109	17	138.8235294	179.2755685	98.37149029
110	17	139.7058824	180.3789322	99.03283252
111	17	140.1176471	180.9060453	99.32924885
112	17	140.6470588	181.6146087	99.67950895
113	17	141.2941176	182.4974346	100.0908007
114	17	141.9411765	183.3821791	100.5001738
115	17	142.8235294	184.5310409	101.1160179
116	17	143.8823529	185.7963023	101.9684035
117	17	144.8235294	186.9906757	102.6563831
118	17	145.2352941	187.4574005	103.0131877
119	17	146	188.4541827	103.5458173
120	17	146.7058824	189.4192752	103.9924895
121	17	147.7647059	190.8214157	104.7079961
122	17	148.3529412	191.6172233	105.0886591
123	17	148.7058824	192.0898974	105.3218673
124	17	149.4705882	193.1064471	105.8347294
125	17	150.4117647	194.2846506	106.5388788
126	17	151.1176471	195.1757146	107.0595795
127	17	152.1764706	196.5449445	107.8079967
128	17	153	197.5733748	108.4266252
129	17	153.6470588	198.405413	108.8887046
130	17	154.1764706	199.0745808	109.2783604
131	17	155	200.0685359	109.9314641
132	17	155.4117647	200.5841886	110.2393408
133	17	156.3529412	201.8816815	110.8242008
134	17	157.5294118	203.3480992	111.7107244
135	17	158.7647059	204.8589761	112.6704357
136	17	163.1764706	210.48161	115.8713312
137	17	164.8235294	212.2819011	117.3651577
138	17	165.4117647	213.0457632	117.7777662
139	17	166.4117647	214.3807658	118.4427637
140	17	167.1764706	215.3292474	119.0236938
141	17	168.2352941	216.5953433	119.8752449
142	17	169.7647059	218.4856262	121.0437855
143	17	170.4705882	219.3932049	121.5479716
144	17	171	220.0191702	121.9808298
145	17	171.6470588	220.8306716	122.4634461
146	17	172.3529412	221.672629	123.0332533
147	17	173.5294118	223.0729725	123.9858511
148	17	174.6470588	224.3345149	124.9596027
149	17	174.8823529	224.6679258	125.0967801
150	17	175.5882353	225.5925684	125.5839022
151	17	176.1176471	226.3063784	125.9289158
152	17	176.8235294	227.1946917	126.4523672
153	17	177.2941176	227.7695742	126.8186611
154	17	177.9411765	228.6092976	127.2730553
155	17	178.2941176	229.0858391	127.5023962
156	17	179.0588235	230.0975755	128.0200715
157	17	179.7058824	230.9522526	128.4595121
158	17	180.1764706	231.5656904	128.7872507
159	17	180.5294118	232.053631	129.0051925
160	17	181.8235294	233.7734004	129.8736585
161	17	182.2941176	234.395435	130.1928003
162	17	182.5294118	234.6836332	130.3751904
163	17	183.7058824	236.2526043	131.1591604
164	17	184.5882353	237.3722512	131.8042194
165	17	185.1764706	238.043996	132.3089452
166	17	185.7058824	238.7280411	132.6837236
167	17	186	239.1034321	132.8965679
168	17	187.1764706	240.6301594	133.7227818
169	17	188.4705882	242.2726074	134.6685691
170	17	189	242.9365923	135.0634077
171	17	189.6470588	243.7402858	135.5538318
172	17	190.4705882	244.7571463	136.1840302
173	17	191.2941176	245.7953014	136.7929339
174	17	191.7058824	246.3409793	137.0707854
175	17	192.2941176	247.0806189	137.5076164
176	17	193.7058824	248.8580519	138.5537128
177	17	196.7647059	252.8185875	140.7108243
178	17	197.5882353	253.8521239	141.3243467
179	17	198.1764706	254.5997132	141.753228
180	17	198.9411765	255.573398	142.3089549
181	17	199.2352941	255.9372478	142.5333404
182	17	200.2941176	257.217049	143.3711863
183	17	200.8823529	257.9752279	143.789478
184	17	201.7058824	258.9318851	144.4798796
185	17	202.2941176	259.5937705	144.9944648
186	17	202.7647059	260.2075379	145.3218739
187	17	203.2352941	260.8299433	145.6406449
188	17	203.8235294	261.5192923	146.1277666
189	17	204.8235294	262.8266946	146.8203642
190	17	205.5294118	263.7074187	147.3514048
191	17	205.8823529	264.2648932	147.4998127
192	17	207.1764706	265.8249466	148.5279946
193	17	208	266.8205906	149.1794094
194	17	208.7058824	267.6444428	149.7673219
195	17	209.5294118	268.7170377	150.3417859
196	17	210.4117647	269.8846875	150.9388419
197	17	211.0588235	270.7124766	151.4051704
198	17	211.4117647	271.1605036	151.6630258
199	17	212.5294118	272.4814429	152.5773807
200	17	213.4705882	273.7218026	153.2193738
201	17	213.9411765	274.3247334	153.5576195
202	17	214.2352941	274.7278453	153.7427429
203	17	215.7058824	276.6042687	154.807496
204	17	216.4705882	277.4847739	155.4564026
205	17	217	278.1756453	155.8243547
206	17	217.6470588	278.9851904	156.3089272
207	17	218.1764706	279.6644665	156.6884747
208	17	218.7647059	280.4175273	157.1118845
209	17	219.6470588	281.5325467	157.761571
210	17	220.2941176	282.2675815	158.3206538
211	17	220.7058824	282.9398885	158.4718762
212	17	221	283.3575277	158.6424723
213	17	221.9411765	284.3770411	159.5053118
214	17	223.0588235	285.7588035	160.3588436
215	17	223.4705882	286.2384313	160.7027451
216	17	223.7647059	286.6677336	160.8616782
217	17	224.5882353	287.6861691	161.4903015
218	17	225.1764706	288.4127434	161.9401978
219	17	225.4117647	288.7335598	162.0899696
220	17	225.9411765	289.3843075	162.4980455
221	17	226.2941176	289.802645	162.7855902
222	17	226.4705882	290.0547936	162.8863828
223	17	226.8235294	290.5305951	163.1164637
224	17	227.6470588	291.5585174	163.7356002
225	17	228.1176471	292.1409707	164.0943234
226	17	228.7058824	292.9256986	164.4860661
227	17	229.5294118	294.0575302	165.0012934
228	17	230	294.6706383	165.3293617
229	17	231.2352941	296.2351602	166.235428
230	17	232	297.205631	166.794369
231	17	232.5294118	297.875385	167.1834386
232	17	232.8823529	298.2845158	167.4801901
233	17	234.3529412	300.1235782	168.5823042
234	17	237.4117647	304.1277793	170.6957501
235	17	237.7647059	304.5550397	170.974372
236	17	238.1764706	305.0024858	171.3504554
237	17	238.5882353	305.555227	171.6212436
238	17	239.0588235	306.0754003	172.0422468
239	17	239.8823529	307.1923342	172.5723717
240	17	240.2941176	307.6660199	172.9222154
241	17	240.4705882	307.8853473	173.0558292
242	17	241.8823529	309.7848853	173.9798206
243	17	242.6470588	310.5887873	174.7053303
244	17	243.1764706	311.2519944	175.1009467
245	17	244.1176471	312.4197194	175.8155747
246	17	244.6470588	313.0339843	176.2601333
247	17	244.7647059	313.1891411	176.3402707
248	17	245.1764706	313.7061481	176.6467931
249	17	245.5294118	314.1455493	176.9132743
250	17	246	314.7424391	177.2575609
251	17	246.5294118	315.4205204	177.6383031
252	17	246.7647059	315.727861	177.8015508
253	17	246.8235294	315.8055056	177.8415532
254	17	246.9411765	315.9309636	177.9513894
255	17	247.1176471	316.1690983	178.0661958
256	17	247.2352941	316.3215566	178.1490316
257	17	247.5294118	316.7256341	178.3331894
258	17	247.8823529	317.1900307	178.5746751
259	17	248.3529412	317.8499954	178.8558869
260	17	248.8235294	318.445318	179.2017408
261	17	248.9411765	318.5889926	179.2933604
262	17	249.8823529	319.8497698	179.914936
263	17	250.2941176	320.3281118	180.2601234
264	17	250.4705882	320.5922745	180.348902
265	17	250.5294118	320.6698533	180.3889702
266	17	251	321.2468413	180.7531587
267	17	251.4705882	321.8317722	181.1094043
268	17	251.7647059	322.2604329	181.2689789
269	17	252	322.5977903	181.4022097
270	17	252.5882353	323.3258482	181.8506224
271	17	252.5294118	323.2719726	181.7868509
272	17	252.8235294	323.6511928	181.995866
273	17	253.1764706	324.0363309	182.3166103
274	17	253.3529412	324.3107541	182.3951282
275	17	253.5882353	324.7256806	182.45079
276	17	254	325.2436058	182.7563942
277	17	254	325.2864521	182.7135479
278	17	254.1764706	325.6733553	182.6795858
279	17	254.7647059	326.4460745	183.0833373
280	17	255.1764706	326.883954	183.4689872
281	17	255	326.6343481	183.3656519
282	17	255.0588235	326.7380033	183.3796438
283	17	255.5882353	327.30313	183.8733406
284	17	255.4117647	327.0738729	183.7496565
285	17	255.8823529	327.6966591	184.0680467
286	17	256.2352941	328.1487164	184.3218718
287	17	256.3529412	328.3506108	184.3552715
288	17	256.9411765	329.1457816	184.7365714
289	17	257.4705882	329.7062452	185.2349313
290	17	258.0588235	330.2543197	185.8633274
291	17	258.3529412	330.6007959	186.1050865
292	17	258.4117647	330.6795648	186.1439646
293	17	259.1764706	331.4460891	186.9068521
294	17	262.7647059	335.8965344	189.6328774
295	17	263.9411765	337.2707195	190.6116335
296	17	264.2941176	337.6840881	190.9041471
297	17	264.2941176	337.6975288	190.8907065
298	17	265.5882353	339.3684257	191.8080449
299	17	265.8823529	339.702208	192.0624978
300	17	266.1764706	340.0310595	192.3218817
301	17	266.5882353	340.5479698	192.6285008
302	17	266.8823529	340.8813032	192.8834027
303	17	267.3529412	341.4811451	193.2247372
304	17	267.5294118	341.7474906	193.3113329
305	17	267.5294118	341.8137095	193.245114
306	17	267.6470588	341.9890091	193.3051085
307	17	267.6470588	341.9594448	193.3346729
308	17	268.1764706	342.7184821	193.634459
309	17	268.1764706	342.7574741	193.5954671
310	17	268.4117647	343.0363439	193.7871855
311	17	268.5882353	343.2485475	193.9279231
312	17	268.8235294	343.5432545	194.1038043
313	17	269.3529412	344.3882837	194.3175986
314	17	269.4705882	344.5035779	194.4375985
315	17	269.3529412	344.3733265	194.3325558
316	17	269.2941176	344.390498	194.1977373
317	17	269.2941176	344.4444144	194.1438208
318	17	269.6470588	344.860129	194.4339886
319	17	269.5882353	344.7669542	194.4095163
320	17	268.9411765	344.0092426	193.8731104
321	17	269	344.0297119	193.9702881
322	17	270.2352941	345.6290368	194.8415514
323	17	270.5294118	346.0161148	195.0427087
324	17	270.7058824	346.2578061	195.1539586
325	17	271.6470588	347.48392	195.8101976
326	17	271.5882353	347.4708602	195.7056104
327	17	271.8235294	347.7817233	195.8653356
328	17	271.7058824	347.6718771	195.7398876
329	17	271.8823529	347.8245099	195.9401959
330	17	272.4705882	348.6952008	196.2459756
331	17	272.7647059	349.1311657	196.3982461
332	17	272.8235294	349.2679838	196.3790751
333	17	272.8823529	349.3223449	196.442361
334	17	272.8235294	349.2950175	196.3520413
335	17	272.8823529	349.4034905	196.3612154
336	17	273.4705882	350.109247	196.8319295
337	17	273.1764706	349.7521814	196.6007598
338	17	272.5294118	349.0915491	195.9672744
339	17	272.5882353	349.2757066	195.900764
340	17	272.9411765	349.7230889	196.1592641
341	17	273.2352941	350.0556091	196.4149791
342	17	273.1764706	350.0506951	196.3022461
343	17	273	349.8717642	196.1282358
344	17	273.4705882	350.4287481	196.5124284
345	17	273.7058824	350.6688336	196.7429311
346	17	273.5882353	350.5901248	196.5863458
347	17	273.5294118	350.6817763	196.3770472
348	17	273.7058824	350.8935297	196.5182351
349	17	273.5294118	350.8393814	196.2194421
350	17	273.4705882	350.7546954	196.1864811
351	17	273.4117647	350.7150461	196.1084833
352	17	273.9411765	351.4475236	196.4348294
353	17	273.8823529	351.5281385	196.2365674
354	17	274.0588235	351.7665361	196.3511109
355	17	274.3529412	352.3487773	196.3571051
356	17	274.2352941	352.2835512	196.1870371
357	17	274.5882353	352.819954	196.3565166
358	17	275.0588235	353.4020449	196.7156022
359	17	275.3529412	353.7851535	196.9207289
360	17	275.2941176	353.7382295	196.8500058
361	17	275.4117647	353.8473122	196.9762172
362	17	275.6470588	354.0547774	197.2393403
363	17	275.7058824	354.1297639	197.2820008
364	17	275.5882353	354.1264625	197.0500081
365	17	275.7647059	354.4427359	197.0866759
366	17	275.8235294	354.5164652	197.1305936
367	17	276.1176471	354.9861335	197.2491606
368	17	275.6470588	354.5141594	196.7799583
369	17	275.3529412	354.1823091	196.5235733
370	17	275.3529412	354.1596608	196.5462215
371	17	275	353.892448	196.107552
372	17	275.0588235	354.009238	196.1084091
373	17	275.4705882	354.5971035	196.344073
374	17	275.2352941	354.3987023	196.071886
375	17	275	354.0987314	195.9012686
376	17	274.4705882	353.5377129	195.4034636
377	17	274.3529412	353.4878219	195.2180605
378	17	274.5294118	353.7227871	195.3360365
379	17	273.5882353	352.6576665	194.5188041
380	17	273.1764706	352.1531776	194.1997635
381	17	272.7058824	351.6880436	193.7237211
382	17	272.6470588	351.6211028	193.6730149
383	17	273	352.0008767	193.9991233
384	17	272.5294118	351.6133683	193.4454553
385	17	272.3529412	351.41913	193.2867524
386	17	272.0588235	351.1738174	192.9438297
387	17	272.5294118	351.8509425	193.207881
388	17	272.7058824	351.9539201	193.4578446
389	17	272.7647059	352.0248461	193.5045656
390	17	273.1176471	352.5097372	193.7255569
391	17	272.9411765	352.2607563	193.6215966
392	17	272.8235294	352.152898	193.4941608
393	17	273.0588235	352.4148506	193.7027965
394	17	273.3529412	352.8139708	193.8919115
395	17	274	353.6359628	194.3640372
396	17	274	353.6417303	194.3582697
397	17	274.0588235	353.7280404	194.3896066
398	17	273.8823529	353.5177837	194.2469222
399	17	274.1176471	353.8881789	194.3471152
400	17	274.5882353	354.5359687	194.6405019
401	17	274.6470588	354.6955898	194.5985279
402	17	274.7647059	354.8956519	194.6337599
403	17	274.1764706	354.195086	194.1578551
404	17	274.1764706	354.3352065	194.0177346
405	17	274.0588235	354.2420544	193.8755926
406	17	274.1176471	354.3464586	193.8888355
407	17	274.2941176	354.5795025	194.0087328
408	17	274	354.2347393	193.7652607
409	17	274.4117647	354.7907973	194.0327321
410	17	274.4117647	354.7534499	194.0700795
411	17	274.5294118	355.0412643	194.0175593
412	17	274.8823529	355.3834926	194.3812133
413	17	274.8235294	355.3576231	194.2894357
414	17	274.8235294	355.4850073	194.1620515
415	17	274.7058824	355.3198837	194.091881
416	17	275.0588235	355.7407622	194.3768848
417	17	275.1176471	355.8647967	194.3704974
418	17	275	355.7463816	194.2536184
419	17	275.2941176	356.2647371	194.3234982
420	17	274.9411765	355.8767018	194.0056511
421	17	275.1764706	356.3116547	194.0412864
422	17	275	356.2368781	193.7631219
423	17	274.8823529	356.1541043	193.6106015
424	17	274.7647059	355.9852965	193.5441152
425	17	274.5294118	355.781138	193.2776855
426	17	274.4705882	355.6979641	193.2432123
427	17	274.7058824	356.1262963	193.2854684
428	17	273.7058824	354.9563654	192.4553993
429	17	273.7647059	355.0363062	192.4931056
430	17	273.8823529	355.3089284	192.4557774
431	17	274.1764706	355.7375067	192.6154344
432	17	274.5294118	356.1817114	192.8771122
433	17	274.6470588	356.3509816	192.943136
434	17	274.5294118	356.239223	192.8196006
435	17	274.2352941	356.1195913	192.3509969
436	17	274.1764706	356.057753	192.2951881
437	17	274.1764706	356.1147217	192.2382194
438	17	274.5294118	356.4829423	192.5758813
439	17	274.0588235	355.9875976	192.1300494
440	17	273.9411765	355.9595395	191.9228134
441	17	273.5882353	355.6411209	191.5353497
442	17	273.8823529	356.0629884	191.7017175
443	17	274.4705882	356.7611067	192.1800698
444	17	274.5882353	356.9188271	192.2576435
445	17	275.0588235	357.3815164	192.7361307
446	17	275.8235294	358.2154151	193.4316437
447	17	276.2941176	358.6837562	193.9044791
448	17	276.5294118	358.9791087	194.0797148
449	17	277.0588235	359.6146388	194.5030083
450	17	277.5294118	360.1861129	194.8727106
451	17	277.5294118	360.219953	194.8388705
452	17	277.4705882	360.1069534	194.8342231
453	17	277.4705882	360.0751762	194.8660002
454	17	277.2352941	359.8367487	194.6338395
455	17	277.6470588	360.2884657	195.005652
456	17	277.7058824	360.4241071	194.9876576
457	17	277.9411765	360.7228375	195.1595154
458	17	277.3529412	360.1169754	194.588907
459	17	277.9411765	360.7742721	195.1080808
460	17	278	360.9262729	195.0737271
461	17	277.9411765	360.8973711	194.9849818
462	17	278.4705882	361.5837223	195.3574541
463	17	278.7058824	361.9473854	195.4643793
464	17	279.1764706	362.534676	195.8182652
465	17	279.2352941	362.6455357	195.8250526
466	17	279.3529412	362.8483324	195.85755
467	17	279.1764706	362.6083426	195.7445986
468	17	278.8235294	362.2391966	195.4078622
469	17	279.2941176	362.8313712	195.7568641
470	17	279.1764706	362.7001314	195.6528098
471	17	279.2941176	362.8247478	195.7634875
472	17	280.5294118	364.462012	196.5968116
473	17	280	363.9084606	196.0915394
474	17	280.2352941	364.2195197	196.2510685
475	16	280.1764706	364.2897252	196.063216
476	16	280.2352941	364.3340451	196.1365432
477	16	280.1176471	364.2522857	195.9830085
478	16	280.4117647	364.6295664	196.193963
479	16	280.9411765	365.230309	196.6520439
480	16	281	365.3711135	196.6288865
481	16	281	365.3750109	196.6249891
482	16	280.2941176	364.6775886	195.9106467
483	16	280.8235294	365.3676385	196.2794203
484	16	280.5294118	365.0769708	195.9818527
485	16	279.2352941	363.3869076	195.0836807
486	16	280.0588235	364.4957024	195.6219447
487	16	280.2352941	364.6527023	195.817886
488	16	280.2941176	364.7297783	195.858457
489	16	280.8235294	365.3431868	196.303872
490	16	280.6470588	365.0826686	196.211449
491	16	280.3529412	364.7054278	196.0004545
492	16	280.9411765	365.4504728	196.4318801
493	16	283	368.1115362	197.8884638
494	16	283.2941176	368.4867353	198.1015
495	16	283.2352941	368.4088409	198.0617473
496	16	283.2352941	368.4221992	198.048389
497	16	282.7058824	367.8342058	197.5775589
498	16	282.5882353	367.7615694	197.4149012
499	16	282.8235294	368.0939505	197.5531083
500	16	282.8823529	368.2481285	197.5165774
501	16	282.2352941	367.5065901	196.9639981
502	16	281.8823529	367.1561802	196.6085257
503	16	281.4117647	366.469443	196.3540864
504	16	277.2352941	361.0067616	193.4638266
505	16	277.4705882	361.4565906	193.4845859
506	16	279.2941176	363.7809474	194.8072879
507	16	279.8235294	364.4181866	195.2288722
508	16	279.8823529	364.6102807	195.1544252
509	16	279.6470588	364.3195903	194.9745274
510	16	279.5882353	364.2700817	194.9063888
511	16	280	364.7686454	195.2313546
512	16	279.9411765	364.6657522	195.2166007
513	16	279.4705882	364.1118712	194.8293053
514	16	279.7058824	364.4658924	194.9458723
515	16	279.7058824	364.3562698	195.0554949
516	16	279.5294118	364.2013993	194.8574242
517	16	279.7058824	364.4017628	195.0100019
518	16	279.4705882	363.8730685	195.068108
519	16	277.7058824	361.615137	193.7966277
520	16	277.4117647	361.2834575	193.5400719
521	16	277.3529412	361.2564838	193.4493986
522	16	277.2941176	361.1959696	193.3922657
523	16	277.2352941	361.171278	193.2993103
524	16	277.7058824	361.6891903	193.7225744
525	16	277.4705882	361.4247647	193.5164117
526	16	277.3529412	361.2817991	193.4240833
527	16	277.7058824	361.7745411	193.6372236
528	16	277.8823529	361.9831739	193.781532
529	16	278	362.1201277	193.8798723
530	16	277.8823529	361.9440029	193.820703
531	16	277.8823529	361.9035091	193.8611968
532	16	278	362.0810278	193.9189722
533	16	277.8823529	361.9754777	193.7892282
534	16	277.8235294	361.7667081	193.8803507
535	16	277.7058824	361.6056191	193.8061456
536	16	277	360.8940277	193.1059723
537	16	277.0588235	360.9698638	193.1477832
538	16	277	360.8236317	193.1763683
539	16	277	360.7440772	193.2559228
540	16	277.0588235	360.7629062	193.3547409
541	16	277.4705882	361.1846878	193.7564887
542	16	278.1176471	361.9009118	194.3343823
543	16	278.3529412	362.1429998	194.5628825
544	16	278.5294118	362.3754022	194.6834214
545	16	278.5882353	362.3762455	194.800225
546	16	278.7647059	362.5173545	195.0120573
547	16	278.9411765	362.8055511	195.0768018
548	16	279	362.9461487	195.0538513
549	16	278.6470588	362.5941365	194.6999811
550	16	279	362.8782233	195.1217767
551	16	279	362.7860131	195.2139869
552	16	278.4705882	362.1546298	194.7865467
553	16	278.8823529	362.6319074	195.1327985
554	16	279.1176471	362.9769436	195.2583505
555	16	279.9411765	364.0312963	195.8510566
556	16	280.0588235	364.2829102	195.8347368
557	16	279.7647059	363.9834664	195.5459453
558	16	280.0588235	364.4540898	195.6635572
559	16	280.1764706	364.6033201	195.7496211
560	16	280.0588235	364.5393951	195.578252
561	16	280.2941176	364.8049762	195.7832591
562	16	279.8823529	364.3415081	195.4231978
563	16	280.7058824	365.3404216	196.0713431
564	16	281.1176471	365.8334996	196.4017945
565	16	280.8235294	365.4429868	196.2040721
566	16	280.3529412	364.8715306	195.8343518
567	16	280.6470588	365.1513195	196.1427981
568	16	280.8235294	365.4923186	196.1547402
569	16	280.6470588	365.3072605	195.9868571
570	16	281.1764706	366.0486351	196.3043061
571	16	281.3529412	366.2419367	196.4639456
572	16	281	365.9267438	196.0732562
573	16	281.7647059	366.8739441	196.6554677
574	16	281.7058824	366.7149277	196.6968371
575	16	281.1764706	366.1453796	196.2075615
576	16	281.4117647	366.3175518	196.5059777
577	16	281.6470588	366.4933717	196.800746
578	16	281.9411765	366.8350619	197.047291
579	16	282.0588235	366.9918649	197.1257822
580	16	282.1764706	367.1752289	197.1777122
581	16	282.5882353	367.6591674	197.5173031
582	16	282.2941176	367.2620763	197.326159
583	16	282.1764706	367.1586473	197.1942939
584	16	282.3529412	367.3360825	197.3697998
585	16	282.7058824	367.7704766	197.6412881
586	16	282.6470588	367.7160204	197.5780973
587	16	283.7647059	368.8456673	198.6837445
588	16	283.8235294	368.8617023	198.7853566
589	16	284.1764706	369.3628062	198.9901349
590	16	284.3529412	369.5772392	199.1286432
591	16	284.4117647	369.6686461	199.1548834
592	16	283.7647059	368.9738498	198.555562
593	16	283.7647059	369.0453055	198.4841062
594	16	283.6470588	368.8363787	198.4577389
595	16	283.4705882	368.6120535	198.329123
596	16	285.7058824	371.5541769	199.8575878
597	16	286.0588235	371.9235146	200.1941325
598	16	286.0588235	371.9779029	200.1397442
599	16	286.2941176	372.3013176	200.2869177
600	16	286.3529412	372.3640964	200.3417859
601	16	286.5294118	372.6491955	200.409628
602	16	286.4705882	372.6353921	200.3057844
603	16	286.2941176	372.4938457	200.0943896
604	16	285.8235294	372.0338214	199.6132374
605	16	286.2941176	372.592489	199.9957463
606	16	286.2352941	372.4307087	200.0398796
607	16	286.1764706	372.3738656	199.9790756
608	16	287	373.2923371	200.7076629
609	16	284	369.4138891	198.5861109
610	16	283.9411765	369.3517333	198.5306197
611	16	284.1764706	369.6677642	198.685177
612	16	284.8823529	370.5911272	199.1735787
613	16	284.0588235	369.6172033	198.5004438
614	16	284.4117647	369.9307004	198.892829
615	16	284.8235294	370.4834704	199.1635885
616	16	284.8823529	370.475768	199.2889379
617	16	285.3529412	371.000311	199.7055714
618	16	285.1176471	370.7754338	199.4598603
619	16	284.5882353	370.0795182	199.0969524
620	16	285.1176471	370.7156966	199.5195975
621	16	285.3529412	371.121014	199.5848684
622	16	285.7058824	371.5245014	199.8872633
623	16	285.7647059	371.6785034	199.8509084
624	16	286.6470588	372.7177859	200.5763318
625	16	286.3529412	372.3862435	200.3196388
626	16	286.5294118	372.6635585	200.3952651
627	16	286.1764706	372.2052405	200.1477007
628	16	285.7058824	371.6639113	199.7478534
629	16	285.6470588	371.6705322	199.6235854
630	16	285.8235294	371.8777779	199.7692809
631	16	286.2941176	372.4369081	200.1513272
632	16	286.5294118	372.7365482	200.3222753
633	16	286.1176471	372.2130486	200.0222455
634	16	286.2352941	372.2756695	200.1949188
635	16	286.5294118	372.672163	200.3866606
636	16	286.4705882	372.5424176	200.3987589
637	16	286.4705882	372.5462986	200.3948779
638	16	286.3529412	372.4161482	200.2897342
639	16	286.1176471	372.2094716	200.0258225
640	16	286.2941176	372.427637	200.1605983
641	16	286.3529412	372.5372984	200.168584
642	16	286.0588235	372.1530482	199.9645988
643	16	283.8823529	369.4076252	198.3570807
644	16	283.8235294	369.3997067	198.2473521
645	16	285.8235294	372.0029381	199.6441207
646	16	286	372.1145036	199.8854964
647	16	286.2941176	372.5146731	200.0735622
648	16	286.5294118	372.7986469	200.2601766
